pct_covid_unw,pct_flu_unw,percent_cli_unw,percent_ili_unw,percent_mc_unw,percent_dc_unw,percent_hf_unw,percent_anos_unw,percent_vu_unw,pct_access_wash_unw,pct_covid_vaccine_unw,pct_trust_fam_unw,pct_trust_healthcare_unw,pct_trust_who_unw,pct_trust_govt_unw,pct_trust_politicians_unw,pct_twodoses_unw,pct_concerned_sideeffects_unw,pct_wash_hands_24h_3to6_unw,pct_wash_hands_24h_7ormore_unw,pct_hesitant_sideeffects_unw,pct_modified_acceptance_unw,pct_community_cli_unw,pct_barrier_reason_sideeffects_unw,pct_barrier_reason_wontwork_unw,pct_barrier_reason_dontbelieve_unw,pct_barrier_reason_dontlike_unw,pct_barrier_reason_waitlater_unw,pct_barrier_reason_otherpeople_unw,pct_barrier_reason_cost_unw,pct_barrier_reason_religious_unw,pct_barrier_reason_other_unw,pct_trust_doctors_unw,pct_barrier_reason_dontneed_alreadyhad_unw,pct_barrier_reason_dontneed_dontspendtime_unw,pct_barrier_reason_dontneed_nothighrisk_unw,pct_barrier_reason_dontneed_takeprecautions_unw,pct_barrier_reason_dontneed_notserious_unw,pct_barrier_reason_dontneed_notbeneficial_unw,pct_barrier_reason_dontneed_other_unw,pct_informed_access_unw,pct_appointment_have_unw,pct_appointment_tried_unw,pct_barrier_reason_government_unw,pct_work_outside_home_1d_unw,pct_shop_1d_unw,pct_restaurant_1d_unw,pct_spent_time_1d_unw,pct_large_event_1d_unw,pct_public_transit_1d_unw,pct_activity_work_outside_home_unw,pct_activity_shop_unw,pct_activity_restaurant_bar_unw,pct_activity_spent_time_unw,pct_activity_large_event_unw,pct_activity_public_transit_unw,pct_food_security_unw,pct_anxious_7d_unw,pct_depressed_7d_unw,pct_worried_become_ill_unw,pct_symp_fever_unw,pct_symp_cough_unw,pct_symp_diff_breathing_unw,pct_symp_fatigue_unw,pct_symp_stuffy_nose_unw,pct_symp_aches_unw,pct_symp_sore_throat_unw,pct_symp_chest_pain_unw,pct_symp_nausea_unw,pct_symp_eye_pain_unw,pct_symp_headache_unw,pct_sick_spend_time_7d_unw,pct_ever_tested_unw,pct_pay_test_unw,pct_reduce_spending_unw,pct_symp_chills_unw,pct_symp_changes_unw,pct_testing_rate_unw,pct_tested_positive_14d_unw,pct_tested_positive_recent_unw,pct_flu_vaccine_thisyr_unw,pct_flu_vaccine_lastyr_unw,pct_avoid_contact_unw,pct_vaccinated_appointment_or_accept_unw,pct_appointment_or_accept_covid_vaccine_unw,pct_accept_covid_vaccine_no_appointment_unw,pct_appointment_not_vaccinated_unw,pct_vaccine_tried_unw,pct_had_covid_ever_unw,pct_worried_catch_covid_unw,pct_belief_distancing_effective_unw,pct_belief_masking_effective_unw,pct_others_distanced_public_unw,pct_others_masked_public_unw,pct_covid_vaccinated_friends_unw,pct_belief_vaccinated_mask_unnecessary_unw,pct_belief_children_immune_unw,pct_belief_no_spread_hot_humid_unw,pct_received_news_local_health_unw,pct_received_news_experts_unw,pct_received_news_who_unw,pct_received_news_govt_health_unw,pct_received_news_politicians_unw,pct_received_news_journalists_unw,pct_received_news_friends_unw,pct_received_news_religious_unw,pct_received_news_none_unw,pct_trust_covid_info_local_health_unw,pct_trust_covid_info_experts_unw,pct_trust_covid_info_who_unw,pct_trust_covid_info_govt_health_unw,pct_trust_covid_info_politicians_unw,pct_trust_covid_info_journalists_unw,pct_trust_covid_info_friends_unw,pct_trust_covid_info_religious_unw,pct_want_info_covid_treatment_unw,pct_want_info_vaccine_access_unw,pct_want_info_covid_variants_unw,pct_want_info_children_education_unw,pct_want_info_economic_impact_unw,pct_want_info_mental_health_unw,pct_want_info_relationships_unw,pct_want_info_employment_unw,pct_want_info_none_unw,pct_news_online_unw,pct_news_messaging_unw,pct_news_newspaper_unw,pct_news_television_unw,pct_news_radio_unw,pct_news_none_unw,pct_trust_news_online_unw,pct_trust_news_messaging_unw,pct_trust_news_newspaper_unw,pct_trust_news_television_unw,pct_trust_news_radio_unw,pct_vaccinate_children_unw,pct_delayed_care_cost_unw,pct_vaccine_barrier_eligible_unw,pct_vaccine_barrier_no_appointments_unw,pct_vaccine_barrier_appointment_time_unw,pct_vaccine_barrier_technical_difficulties_unw,pct_vaccine_barrier_document_unw,pct_vaccine_barrier_technology_access_unw,pct_vaccine_barrier_travel_unw,pct_vaccine_barrier_language_unw,pct_vaccine_barrier_childcare_unw,pct_vaccine_barrier_time_unw,pct_vaccine_barrier_type_unw,pct_vaccine_barrier_none_unw,pct_try_vaccinate_1m_unw,pct_vaccine_barrier_eligible_has_unw,pct_vaccine_barrier_no_appointments_has_unw,pct_vaccine_barrier_appointment_time_has_unw,pct_vaccine_barrier_technical_difficulties_has_unw,pct_vaccine_barrier_document_has_unw,pct_vaccine_barrier_technology_access_has_unw,pct_vaccine_barrier_travel_has_unw,pct_vaccine_barrier_language_has_unw,pct_vaccine_barrier_childcare_has_unw,pct_vaccine_barrier_time_has_unw,pct_vaccine_barrier_type_has_unw,pct_vaccine_barrier_none_has_unw,pct_vaccine_barrier_eligible_tried_unw,pct_vaccine_barrier_no_appointments_tried_unw,pct_vaccine_barrier_appointment_time_tried_unw,pct_vaccine_barrier_technical_difficulties_tried_unw,pct_vaccine_barrier_document_tried_unw,pct_vaccine_barrier_technology_access_tried_unw,pct_vaccine_barrier_travel_tried_unw,pct_vaccine_barrier_language_tried_unw,pct_vaccine_barrier_childcare_tried_unw,pct_vaccine_barrier_time_tried_unw,pct_vaccine_barrier_type_tried_unw,pct_vaccine_barrier_none_tried_unw,pct_mask_work_outside_home_1d_unw,pct_mask_shop_1d_unw,pct_mask_restaurant_1d_unw,pct_mask_spent_time_1d_unw,pct_mask_large_event_1d_unw,pct_mask_public_transit_1d_unw,date
0.010512,0.00657,NA,NA,0.285501,0.594301,0.234397,0.021025,NA,0.989056,NA,NA,NA,NA,NA,NA,NA,NA,0.29932,0.647619,NA,NA,0.11245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.235453,0.756428,0.308525,0.600812,0.104195,0.110961,NA,NA,NA,NA,NA,NA,NA,0.022284,0.026352,NA,0.014455,0.13272,0.039422,0.333771,0.219448,0.224704,0.085414,0.030223,0.04862,0.040736,0.195795,NA,0.221167,NA,NA,0.078844,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-01
0.013072,0.011765,NA,NA,0.322835,0.528767,0.201693,0.016993,NA,0.983356,NA,NA,NA,NA,NA,NA,NA,NA,0.29558,0.654696,NA,NA,0.09973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232558,0.744186,0.331053,0.5513,0.123119,0.135431,NA,NA,NA,NA,NA,NA,NA,0.02809,0.034965,NA,0.015686,0.137255,0.033987,0.360784,0.226144,0.237908,0.100654,0.031373,0.04183,0.056209,0.210458,NA,0.217984,NA,NA,0.060131,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-02
0.006527,0.006527,NA,NA,0.341121,0.549525,0.202514,0.020888,NA,0.987705,NA,NA,NA,NA,NA,NA,NA,NA,0.331072,0.605156,NA,NA,0.110363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19837,0.771739,0.324728,0.578804,0.122283,0.11413,NA,NA,NA,NA,NA,NA,NA,0.015342,0.034819,NA,0.010444,0.142298,0.039164,0.29765,0.258486,0.215405,0.096606,0.037859,0.032637,0.053525,0.177546,NA,0.201087,NA,NA,0.063969,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-03
0.015421,0.013049,NA,NA,0.355524,0.52005,0.248375,0.023725,NA,0.989912,NA,NA,NA,NA,NA,NA,NA,NA,0.387909,0.527708,NA,NA,0.092796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.160648,0.719801,0.337484,0.557908,0.160648,0.122042,NA,NA,NA,NA,NA,NA,NA,0.037613,0.046392,NA,0.021352,0.16726,0.046263,0.284698,0.263345,0.204033,0.096085,0.036773,0.040332,0.054567,0.188612,NA,0.197516,NA,NA,0.085409,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-04
0.008264,0.009445,NA,NA,0.318436,0.533909,0.203518,0.01889,NA,0.982609,NA,NA,NA,NA,NA,NA,NA,NA,0.333333,0.609665,NA,NA,0.108696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.173171,0.692683,0.253659,0.57439,0.117073,0.09878,NA,NA,NA,NA,NA,NA,NA,0.022585,0.031211,NA,0.015348,0.142857,0.038961,0.318772,0.242031,0.217237,0.075561,0.030697,0.0366,0.040142,0.182999,NA,0.198056,NA,NA,0.075561,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-05
0.009978,0.006652,NA,NA,0.384217,0.506358,0.216216,0.01663,NA,0.989498,NA,NA,NA,NA,NA,NA,NA,NA,0.332172,0.607433,NA,NA,0.086168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.210526,0.687643,0.296339,0.514874,0.105263,0.136156,NA,NA,NA,NA,NA,NA,NA,0.034238,0.051583,NA,0.009978,0.120843,0.033259,0.325942,0.247228,0.221729,0.096452,0.027716,0.044345999999999997,0.04878,0.189579,NA,0.188289,NA,NA,0.076497,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-06
0.00441,0.002205,NA,NA,0.424767,0.546404,0.235571,0.022051,NA,0.986047,NA,NA,NA,NA,NA,NA,NA,NA,0.325581,0.606977,NA,NA,0.131073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.224277,0.731792,0.283237,0.551445,0.105202,0.128324,NA,NA,NA,NA,NA,NA,NA,0.024764,0.038687,NA,0.006615,0.151047,0.046307,0.326351,0.259096,0.23484,0.095921,0.026461,0.046307,0.055127,0.184123,0.607143,0.226545,NA,NA,0.081588,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-07
0.008037,0.009185,NA,NA,0.44664,0.570238,0.233496,0.016073,NA,0.992797,NA,NA,NA,NA,NA,NA,NA,NA,0.311751,0.627098,NA,NA,0.102113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2283,0.751486,0.293698,0.550535,0.11415,0.134364,NA,NA,NA,NA,NA,NA,NA,0.022032,0.038882,NA,0.009185,0.12744,0.030999,0.311137,0.237658,0.192882,0.083812,0.01837,0.034443,0.043628,0.172216,NA,0.194083,NA,NA,0.078071,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-08
0.010088,0.007566,NA,NA,0.476401,0.536554,0.219415,0.026482,NA,0.990789,NA,NA,NA,NA,NA,NA,NA,NA,0.332021,0.607612,NA,NA,0.11658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.227568,0.76723,0.302991,0.529259,0.117035,0.124837,NA,NA,NA,NA,NA,NA,NA,0.019973,0.042384,NA,0.015132,0.137453,0.035309,0.317781,0.223203,0.213115,0.068096,0.029004,0.034048,0.039092,0.148802,NA,0.1875,NA,NA,0.092055,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-09
0.00551,0.00551,NA,NA,0.487685,0.522496,0.216418,0.016529,NA,0.989706,NA,NA,NA,NA,NA,NA,NA,NA,0.353891,0.593245,NA,NA,0.106383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215208,0.76901,0.328551,0.517934,0.116212,0.133429,NA,NA,NA,NA,NA,NA,NA,0.014925,0.023774,NA,0.006887,0.133609,0.038567,0.304408,0.247934,0.190083,0.086777000000000007,0.027548,0.041322,0.049587,0.180441,NA,0.183908,NA,NA,0.088154,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-10
0.008357,0.008357,NA,NA,0.529316,0.513869,0.205706,0.01532,NA,0.994065,NA,NA,NA,NA,NA,NA,NA,NA,0.351471,0.569118,NA,NA,0.088571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116618,0.715743,0.314869,0.567055,0.150146,0.116618,NA,NA,NA,NA,NA,NA,NA,0.018018,0.0462,NA,0.008357,0.128134,0.041783,0.278552,0.239554,0.200557,0.079387,0.019499,0.04039,0.050139,0.149025,NA,0.223684,NA,NA,0.06546,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-11
0.015363,0.011173,NA,NA,0.567308,0.540346,0.200299,0.02514,NA,0.992743,NA,NA,NA,NA,NA,NA,NA,NA,0.313953,0.632267,NA,NA,0.09915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.182209,0.672884,0.275466,0.56241,0.111908,0.123386,NA,NA,NA,NA,NA,NA,NA,0.016369,0.016296,NA,0.019553,0.148045,0.02933,0.314246,0.27933,0.212291,0.071229,0.023743,0.036313,0.051676,0.150838,NA,0.227994,NA,NA,0.086592,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-12
0.015936,0.011952,NA,NA,0.551343,0.535764,0.222865,0.025232,NA,0.987198,NA,NA,NA,NA,NA,NA,NA,NA,0.325284,0.603693,NA,NA,0.07967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.188547,0.713687,0.284916,0.51257,0.093575,0.122905,NA,NA,NA,NA,NA,NA,NA,0.024745,0.035971,NA,0.018592,0.146082,0.045153,0.354582,0.269588,0.224436,0.092961,0.035857,0.039841,0.057105,0.180611,NA,0.212205,NA,NA,0.084993,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-13
0.008276,0.008276,NA,NA,0.584786,0.555878,0.221557,0.023448,NA,0.989736,NA,NA,NA,NA,NA,NA,NA,NA,0.333333,0.623894,NA,NA,0.102418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.220461,0.737752,0.292507,0.566282,0.099424,0.134006,NA,NA,NA,NA,NA,NA,NA,0.022523,0.028232,NA,0.01931,0.146207,0.038621,0.310345,0.277241,0.205517,0.095172,0.027586,0.026207,0.044138,0.150345,NA,0.234621,NA,NA,0.093793,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-14
0.016807,0.016807,NA,NA,0.594771,0.528818,0.222883,0.015406,NA,0.986994,NA,NA,NA,NA,NA,NA,NA,NA,0.313584,0.611272,NA,NA,0.107649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.189112,0.755014,0.332378,0.565903,0.104585,0.140401,NA,NA,NA,NA,NA,NA,NA,0.029586,0.029499,NA,0.021008,0.14005600000000001,0.040616,0.317927,0.242297,0.208683,0.079832,0.032213,0.033613,0.053221,0.194678,NA,0.237822,NA,NA,0.096639,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-15
0.00626,0.00626,NA,NA,0.616788,0.534426,0.213198,0.023474,NA,0.985099,NA,NA,NA,NA,NA,NA,NA,NA,0.308581,0.623762,NA,NA,0.105263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.200653,0.76509,0.331158,0.557912,0.092985,0.137031,NA,NA,NA,NA,NA,NA,NA,0.023529,0.040336,NA,0.01252,0.13928,0.034429,0.320814,0.306729,0.234742,0.067293,0.020344,0.042254,0.053208,0.192488,NA,0.248788,NA,NA,0.107981,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-16
0.009494,0.007911,NA,NA,0.587902,0.541039,0.238014,0.033228,NA,0.989916,NA,NA,NA,NA,NA,NA,NA,NA,0.357504,0.58516,NA,NA,0.094463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.197674,0.73588,0.312292,0.533223,0.098007,0.119601,NA,NA,NA,NA,NA,NA,NA,0.011966,0.022109,NA,0.014241,0.162975,0.049051,0.295886,0.300633,0.223101,0.093354,0.037975,0.028481,0.047468,0.178797,NA,0.250415,NA,NA,0.091772,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-17
0.007331,0.004399,NA,NA,0.575809,0.534351,0.216981,0.013196,NA,0.981424,NA,NA,NA,NA,NA,NA,NA,NA,0.317411,0.59322,NA,NA,0.125189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.118541,0.693009,0.343465,0.574468,0.100304,0.113982,NA,NA,NA,NA,NA,NA,NA,0.018779,0.035994,NA,0.013196,0.146628,0.030792,0.325513,0.28739,0.199413,0.101173,0.026393,0.039589,0.049853,0.190616,NA,0.229955,NA,NA,0.080645,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-18
